ResonceID,wireless.network.dissatisfaction.factor,wireless.network.dissatisfaction.text,wireless.network.feedback,myslice.satisfied,myslice.dissatisfation.factor,myslice.dissatisfation.text,myslice.feedback,video.conferencing.use,zoom.satisfied,zoom.dissatisfaction.factor,zoom.dissatisfaction.text,teams.vid.satisfied,teams.vid.dissatisfaction.factor,teams.vid.dissatisfaction.text,balance.security.usability,security.min.impact.on.work,security.effective.communication,security.know.who.to.talk.to,security.yearly.training,security.feedback,teach.2021-22,teach.platforms,blackboard.satisfied,blackboard.dissatisfation.factor,blackboard.dissatisfation.text,kaltura.satisfied,kaltura.dissatisfation.factor,kaltura.dissatisfation.text,playposit.satisfied,playposit.dissatisfation.factor,playposit.dissatisfation.text,google.suite.satisfied,google.suite.dissatisfation.factor,google.suite.dissatisfation.text,teaching.tools.find.information,teaching.tools.help.support,teaching.tools.communication,teaching.tools.feedback,assistive.tech.use,assistive.tech.use.list,assistive.tech.use.text,syracuse.edu.navigation,syracuse.edu.organization,accessibility.feedback,accessibility.policy.knowlege,accessibility.doc.creation.impact,accessibility.aware.toolkit,accessibility.professional.development,accessibility.feedback,campus.resources.text,it.challenges.text.1,it.challenges.text.2,it.challenges.text.3
556,,,,Agree,,,,Yes,Strongly agree,,,Strongly agree,,,Agree,Agree,Strongly agree,Strongly agree,Disagree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Strongly agree,,Strongly agree,Agree,Disagree,Disagree,,,,,
557,,,,Agree,,,,Yes,Strongly agree,,,Agree,,,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Somewhat agree,,Agree,Strongly agree,Agree,Somewhat disagree,,,Teams will freeze during a meeting and indicated poor connection (when on campus).,,
558,,,,Somewhat agree,,,,Yes,Agree,,,Agree,,,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Somewhat disagree,,Disagree,,,,,,,,
559,,,,Agree,,,,Yes,Somewhat agree,,,Agree,,,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat disagree,Somewhat disagree,,Somewhat disagree,Disagree,Disagree,,,,,,
560,,,I have had difficulty connecting in the past when I was teaching on campus. ,Agree,,,,Yes,Strongly agree,,,,,,Agree,Agree,Agree,Somewhat agree,Somewhat agree,,Yes,"Blackboard,Kaltura",Agree,,,Agree,,,,,,,,,Somewhat agree,Agree,Somewhat agree,"This may be my issue, I don't always see the updates from IT on changes to the systems. I was surprised when I went to upload a new course and there were changes to Blackboard. ",No,,,Agree,Somewhat agree,Has SU removed the staff directory from the website? I could not find it when trying to locate a staff member's direct line. ,Somewhat disagree,,,,,"As an adjunct instructor, I appreciate the support given to help me adjust my Blackboard course and to ensure that students and guest lecturers are able to access my course. ","I struggle with Orange Success. I am unclear how to leave feedback for students and their advisors...and where information goes when submitted. Options are limited and do not provide the instructor the ability to share what is really happening. For example, I have a student who has never shown up in my class. I have marked the student absent, and raised a flag. but I have no idea if the student dropped my class, is no longer here, or if the advisor has contacted the student.  ",,
561,,,,Agree,,,,Yes,,,,Agree,,,Agree,Agree,Agree,Agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,
562,,,,Agree,,,,Yes,Strongly agree,,,Agree,,,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,,No,,,,,,,,,,,,,,,,,,No,,,Strongly disagree,Strongly disagree,,Agree,Disagree,Agree,Agree,,,,,
563,,,,Agree,,,,Yes,Agree,,,Agree,,,Agree,Agree,Agree,Agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Agree,Agree,Agree,Agree,,All of the systems work well when I need them,Not enough information on the new reporting toll in MySlice,,
564,,,,Agree,,,,Yes,Strongly agree,,,Somewhat agree,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Agree,Disagree,Agree,Strongly agree,,,,,
565,Ease of connection,,It is really just an issue with non-SU devices - my phone or IPad - or when guests are trying to connect.,Somewhat agree,,,,Yes,Agree,,,,,,Agree,Somewhat agree,Agree,Agree,Somewhat agree,,Yes,"Blackboard,Google Suite",Agree,,,,,,,,,Agree,,,Agree,Agree,Agree,,No,,,Agree,Somewhat disagree,Info is frequently not up to date,Agree,Agree,Agree,Somewhat disagree,,VPA help folks are terrific,Tech in classrooms in Crouse College,No tech in certain rooms in Crouse College,
566,,,Often does not work if outside of a building ,Somewhat disagree,Platform features,,MySlice tutorial needed based on various access levels and administrative rights,Yes,Agree,,,Agree,,,Agree,Agree,Agree,Agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Disagree,,Disagree,,,,,Most Campus computing resources work well. I believe more training and education is needed.,,,
567,Ease of connection,,,Somewhat disagree,"Ease of use,Platform reliability",,"Since COVID onset I work remote.  I find connecting to Myslice to be slow and sometimes unstable when other SU connection points are fine.  Many times when I try to connect early int he morning, a good connection is not possible and some features just don't work (like pay and time)",Yes,Somewhat agree,,,Agree,,,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Strongly agree,Agree,At top levels it is fine.  At lower levels it is not as reliable.  Still serious problems with attachments not being accessible - almost always those prepared by faculty.  They just don't care.,Agree,Strongly disagree,Agree,Somewhat agree,"Training in this area should be required and part of on-boarding for new employees - especially faculty. Admin office staff should have yearly training on creating accessible pdf's and word, and excel documents.  And discouraged from using powerpoint.  ",Jeff Pitt's group in A&S is on point and works well.  A good model.,Lack of long term support for enterprise level software - e.g. Collage,Poor communications about sunsetting enterprise level software.  Reliance on top-down communication structures just doesn't work.  Sunsetting news needs to be directly communicated to all SU personnel.,"I know it costs more to develop from within, but we need the absolute control over the product and future reliability of software packages that 3rd party enterprise packages don't offer."
568,Speed,,,Agree,,,,Yes,Agree,,,Disagree,Other,User interface,Agree,Agree,Agree,Agree,Somewhat disagree,,Yes,Blackboard,Somewhat agree,,,,,,,,,,,,Somewhat agree,Agree,Agree,,Yes,,,,Somewhat agree,,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,,,,,
569,,,It seems to work. Never had an issue. ,Somewhat agree,,,"From a privacy perspective, I find it frustrating that my pay notice is included in the same system I need to use for other things, like approving hours or downloading a tax exempt form, which I may have to do in a public place or on a public computer. ",Yes,Agree,,,Agree,,,Agree,Agree,Somewhat agree,Disagree,Disagree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Agree,Agree,Disagree,Somewhat agree,,,,,
570,,,,Agree,,,,Yes,Agree,,,Strongly agree,,,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Somewhat agree,,Somewhat disagree,Agree,Disagree,Somewhat agree,,,,,
571,,,,Agree,,,,Yes,Agree,,,Agree,,,Agree,Agree,Agree,Agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat disagree,Somewhat disagree,,Agree,Somewhat disagree,Agree,Strongly agree,,Libraries IT dept is top notch. So thankful to have their team available to help.,,,
572,,,,Somewhat disagree,Ease of use,,I just find the system frustrating. Not sure what can be done about that. It is not intuitive in many ways. I don't like the lack of consistency between information in Degree Works and MySlice (i.e. class rosters having different names from DW at times).,Yes,Strongly agree,,,Strongly agree,,,Agree,Agree,Agree,Agree,Disagree,,Yes,Blackboard,Agree,,,,,,,,,,,,Agree,Agree,Agree,,No,,,Agree,Somewhat agree,,Somewhat agree,Somewhat disagree,Disagree,,"I have previously taken some training and didn't find it super helpful. I can figure out how to do things myself, but it's the actually doing (i.e. for course materials) that takes time.",,"Creating accessible course materials can take a significant amount of time. But once it's done, it's done.",Myslice functions not being available on mobile devices (i.e. can't find searchable course schedule),
573,"Ease of connection,Stability",,There are entire swathes of time during the day that I cannot connect to AirOrangeX. Many of my students have reported the same. ,Agree,,,,Yes,Strongly agree,,,,,,Somewhat agree,Agree,Agree,Agree,Disagree,,Yes,"Blackboard,Google Suite",Disagree,"Ease of use,Platform features",,,,,,,,Agree,,,Agree,Agree,Agree,,No,,,Agree,Somewhat agree,,Somewhat agree,Agree,Agree,Agree,,,,,
574,,,I started at SU in May. It was not abundantly clear which wireless network I was supposed to use. I wish there was a technology onboarding packet for new staff.,Strongly disagree,"Ease of use,Platform features",,"extremely not user friendly system, no information for new employees on how to use it. was told I had to go look for the apps I need and add the tiles to my home page. there are so many stronger systems out there that are more intuitive to use and well designed and easy to navigate.",Yes,Strongly agree,,,Disagree,"Ease of use,Reliability",,Agree,Strongly agree,,Agree,Strongly disagree,,No,,,,,,,,,,,,,,,,,,No,,,Disagree,Disagree,,Somewhat agree,Agree,Agree,Strongly agree,,google suite apps; outlook; adobe products.,"It is impossible to find information in answers. you need to know exactly ""answer"" you're looking for, but I only ever have questions, so this tool is rarely helpful in a time effective manner. I always have to dig.","I wish I knew all of the information technology available to me as an employee at SU. For example, I was recently working on a project that I knew I could use salesforce to do what I wanted, but I was unsure if there is an ability to access that and couldn't figure it out or find out who or where to ask.","As a new employee, I feel a general sense of apprehension to new technologies from other staff at the institution. As a millennial, learning new operating systems and platforms is second nature to me, as is explaining how they function and how to use them to those who are less tech-savvy. However there is a very strong apprehension to even trying. "
575,,,,Agree,,,,Yes,Agree,,,Agree,,,Agree,Agree,Somewhat agree,Agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat disagree,Somewhat disagree,It is sometimes very hard to locate items on the new platform,Somewhat agree,Agree,Disagree,Agree,,,"Location of information on the website - forms, policies, etc. Not always easy to search.",,
576,,,"It does not come up for me often, but occasionally I've thought it would be nice if the wifi network was available outdoors while walking across campus.",Somewhat agree,,,"I approve payroll for 16 Staff and student employees and i feel as though the payroll approval system could be smoother. I don't have any particular suggestions in mind becasue I didn't expect to be taking this survey, but it is ""clunky.""",Yes,Agree,,,Agree,,,Agree,Somewhat agree,Agree,Agree,Somewhat agree,"We have shared workstations in my workplace (Access Services in the Libraries)  on which we use Library software which has its own built-in security. It is rather inconvenient that we need to log in to use these machines, then log in to use the software that we need. It would be preferable if we could remove private information from these shared machines, remove security from them and only authenticate to use the library software. I know this will not happen, but it would be nice.",No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Agree,Agree,Disagree,Somewhat agree,,They all work well enough.,"Access Services at the libraries has made available approximately 15 laptops for two-week loans in order to support students whose computers have stopped working and need repairs. Over the past year it has gotten to the point where these ~15 laptops are not nearly enough to meet the demand, and we regularly hear from frustrated students - and occasionally their parents - that there is no other avenue for them in this situation. We have neither the financial resources nor the organizational capacity to expand our offering, and so it is also frustrating to us that no other solutions exist on campus for these students. We end up as a complaint center simply because we have attempted to create some sort of solution where nobody else has. This has been further complicated by a recent trend of Faculty requesting these machines for similar reasons and expecting that we not only prioritize their requests but also waive the fee that we charge for the service. My understanding is that individual colleges' ITS departments should have solutions for Faculty, but the Faculty seem entirely unaware.
This may not be the intended sounding board for this complaint, but I have seen no other. This is a significant issue that is impacting students on campus and it should be formally addressed.",,
